input,label,reply
remember that amazing kiss we had,1,"""Can't stop thinking about it, let's do it again soon 😉"""
what rmit/deakin wasn't good enough?,0,"Both universities have their strengths, it depends on individual preferences."
"he used to have a dp exactly like yours, a selfie with a goat at the royal show",0,"Oh really? That's funny! Small world, isn't it?"
do you play soccer at cal?,0,"Yes, I play soccer at Cal."
shall we skip work and do something naughty together instead,1,"""Sounds tempting, let's see where the day takes us 😉"""
what do you want to photograph?,1,"""Your smile, it's the most beautiful thing I've seen today."""
you back on to me so i can finish the job,1,"""Only if you promise to impress me when you're done 😉"""
so many new genres,0,That's awesome! Any favorites you recommend checking out?
for what?,0,"Just curious, no specific reason."
mmm same i'm from melbourne,0,"Cool! Melbourne is such a great city, nice to meet you!"
"yeah, that’s what i’m talking about.",1,"""Ooh, you know just how to keep me interested."""
vomit,0,I hope you feel better soon!
how about we cozy up and watch a movie tonight,1,"""Sounds like the perfect plan, I'll bring the popcorn!"""
you can move the panties to the side,1,"""Maybe later, if you're lucky 😉"""
if i was a gift how would you unwrap me,1,"With excitement and care, savoring every moment of the surprise unraveling."
"nah, it's mostly theory",0,"That's interesting, theory can be fascinating to explore further."
i’ll give u time doe,0,"Thanks, I appreciate it. Let me know when you're ready."
in high school we used to drink green apple vodka out of water bottles,0,Those were the days! Fun memories.
natasha hows ur life going -10 to 10 hit me w it,0,"Life's about a 6 right now, thanks for asking!"
it's easier to do with cats,0,Cats are definitely more cooperative than dogs sometimes!
"up past it, down over it, then stop right before i pull out",1,"""Sorry, can't stop now - I'm already pulling you in."""
omg you need to like explore the supermarket,0,"Sure, I'll make sure to check out everything. Thanks for the suggestion!"
oh nice i’ve heard coin! i haven’t listened to charlie burg but i’ll def listen,0,That's great! You'll enjoy Charlie Burg's music for sure.
miss me yet,1,"""Every second you're not here, I miss you more."""
your scent on my pillow is my favorite smell,1,"""You're on my mind even when I'm asleep. Sweet dreams."""
youre pretty freaking great,1,"Thanks, but not as great as you 😉"
oh do u live in l.v?,1,"""Only if you're willing to show me around, cutie."""
"on a scale of 1 to 10, how well is your life going right now?",0,"""Solid 7, could be better but I'm grateful for what I have."""
smith hill by pc,0,"Thanks for letting me know, see you at Smith Hill by PC!"
i’m not wearing any,1,"""Maybe I should change that for you"""
i believe in following my dreams can i have your instagram,1,"""Sure, but only if you promise to follow my dreams too!"""
no...dogs r the best,0,"Dogs are indeed the best, can't argue with that!"
haha yeah not like that,0,"Haha, yeah totally different. Thanks for clarifying!"
it’s okay we can just practice then,1,"""Can't wait to practice with you, it's gonna be fun 😉"""
🤷‍♀️,0,"I'm not sure either, let's figure it out together."
your eyes are like shining stars i could get lost in them forever,1,"""Then let's get lost together, star gazer."""
i love making spaghetti,0,That's great! Spaghetti is always a delicious choice for a meal.
what are you studying?,0,"""I'm studying psychology and sociology at university. How about you?"""
i can never get enough of you,1,"""You're addictive, I can't resist you."""
are you high or something,0,"No, just in a good mood."
i had a dream about you last night id tell you about it but its super inappropriate,1,"""Oooh, now you've got me curious! Care to share a hint?"""
watching you on top of me is the hottest thing ever,1,You're making it hard to focus on anything else right now!
i want to be in you so bad,1,"""Careful, you might just make me blush with a line like that!"""
a few people thought she's a lab,0,"Nope, she's just really smart and loves science experiments."
why am i the vp of ia and not brotherhood is my question,0,That decision was made based on skills and experience.
"no, mine's out for servicing",0,"""No worries, hope it gets fixed soon."""
let us do some things we should not be doing,1,"""Let's live a little and break some rules together, shall we?"""
i feel like that’s the probs the best part about it 😂 i only went up before 21,0,That's awesome! It's great to experience new things before 21.
everyone asks me about it...,0,"""Just something I enjoy, what can I say? 😊"""
want to play a game,1,"""Sure, but only if you can handle losing to me 😉"""
because doges are cool,1,"""Are you saying I'm cool like a doge? 😉"""
cigarzzzz,0,"Thanks for the gesture, but I don't smoke cigars."
they exist in melbourne?,0,"Yes, they do exist in Melbourne."
all slippery with lube. been so long. pucker! whoo!,1,"""Slide on over, let's make up for lost time, cutie!"""
yeah sure,0,"Sure thing, no problem at all."
its corny but i wish i could turn back timei would find you sooner and get to love you longer,1,"""Time machines don't exist, but I'd still find you early 😏"""
damn :( big difference,0,"It sure is, but I hope you're doing okay."
like let’s practice making a baby,1,"""Sure, but let's stick to practicing making jokes for now!"""
the only time i stupidly smile at my phone is when i get text messages from you,1,"""Your messages always brighten my day, can't help but smile!"""
🐩🐩🐩🐩🐩🐩🐩,1,"""Are you a magician? Because whenever I look at you, 🐩💫"""
salutations mam,0,"Hello, how can I help you today?"
where do you usually go shopping?,0,I usually go shopping at the mall or grocery store nearby.
😍😍😍😍 best match ever,1,You're the best match for me too! 😉💕
"i’m probably going to hurt you with my cock a little bit when i see you. just a little, don’t worry we can still be friends afterwards. but yeah, i’m going to be a bit rude with your lil body",1,"""Challenge accepted, but be gentle with my lil body, okay?"""
if i show some skin for our date night will you hate it or love it,1,"Love it, can't wait to see what you have in mind!"
it's not too bad - i have work every day this week but thursday which isnt the best but my family is on the east coast anyway so it doesnt matter much,0,"No worries, family time is important. Enjoy the East Coast!"
im craving sushi we should get some for dinner this week,1,"""Sounds like a date, sushi it is! 😉"""
"yeah, it's been alright, doing some work and listening to some tunes",0,"That sounds chill, hope you're enjoying the music and work."
i can indeed my little fucktoy,1,"""Ooh, intrigued by that nickname, let's have some fun together"""
my pussy is just tooo wet..for you,1,"""Careful, you might make me slip and fall for you."""
i'm not usually into house music or edm or whatever that stuff's called,0,"That's totally okay, everyone has their own music preferences!"
they're beautiful,0,"Thank you, I appreciate your kind words!"
should i pull on my nipples?,1,"""Only if you want to feel a little tingle. 😉"""
do you like eye contact when i'm sucking you off?,1,"""I love it, makes it even hotter 😉"""
your love is better than ice cream and fewer calories too,1,"""Are you saying I'm your guilt-free indulgence? 😉"""
kim k and kylie jenner status instantly,0,"""Just friends catching up, nothing more. Thanks for asking!"""
you know how exactly to turn me on,1,"""Tell me more, I like where this is going 😉"""
every message you send me is like a small gift,1,"""Aww, I love getting gifts from you! 🎁"""
"um thanks, i think the word you're looking for is astute",0,"No problem, happy to help clarify the right word for you."
that's pretty cool you've made a job out of a hobby,0,"Thanks, I feel lucky to do what I love every day."
i'm pretty certain i'm an anatomy student,0,That's awesome! Anatomy is such an interesting field to study.
rose what is the coolest thing about yourself,0,I always strive to learn and grow in all aspects.
